"iso3c","year","genus_cat","scientific_name","common_name","Genus","Family","Order","production_sector","Production_area","tonnes","spp_prop"
"JPN","2014","Freshwater Fish","Oncorhynchus kisutch","Coho(=Silver) salmon","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Capture production","Marine areas",81.5563030212829,1.31576094681555e-05
"JPN","2014","Freshwater Fish","Oncorhynchus masou","Masu(=Cherry) salmon","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Capture production","Inland waters",7.21998809346629,1.16481228524754e-06
"JPN","2014","Freshwater Fish","Oncorhynchus masou","Masu(=Cherry) salmon","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Capture production","Marine areas",1536.46249441881,0.000247879964087571
"JPN","2014","Freshwater Fish","oncorhynchus mykiss","rainbow trout","oncorhynchus","salmonidae","salmoniformes","import","Inland waters",225.117456450234,3.63185611253578e-05
"JPN","2014","Freshwater Fish","Oncorhynchus mykiss","Rainbow trout","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",3141.35118321179,0.000506799236108613
"JPN","2014","Freshwater Fish","Oncorhynchus nerka","Sockeye(=Red) salmon","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Capture production","Marine areas",4105.48603958922,0.000662344662334468
"JPN","2014","Freshwater Fish","Oncorhynchus tshawytscha","Chinook(=Spring=King) salmon","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Capture production","Marine areas",96.1199285607977,1.55071825874689e-05
"JPN","2014","Freshwater Fish","Plecoglossus altivelis","Ayu sweetfish","Plecoglossus","PLECOGLOSSIDAE","SALMONIFORMES","Aquaculture production","Inland waters",3388.7998660515,0.000546720529884824
"JPN","2014","Freshwater Fish","Plecoglossus altivelis","Ayu sweetfish","Plecoglossus","PLECOGLOSSIDAE","SALMONIFORMES","Capture production","Inland waters",1571.9883167138,0.00025361140210617
"JPN","2014","Freshwater Fish","Salangichthys microdon","Japanese icefish","Salangichthys","SALANGIDAE","SALMONIFORMES","Capture production","Inland waters",463.391963089746,7.4759770307706e-05
"JPN","2014","Freshwater Fish","salmo salar","atlantic salmon","salmo","salmonidae","salmoniformes","import","Marine areas",11313.1297818391,0.00182516541355672
"JPN","2014","Freshwater Fish","Salmo spp","Trouts nei","Salmo","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",1868.66419109987,0.00030147459782725
"JPN","2014","Freshwater Fish","Salmo spp","Trouts nei","Salmo","SALMONIDAE","SALMONIFORMES","Capture production","Inland waters",165.403363595773,2.66847905347619e-05
"JPN","2014","Marine Fish; Other","Osteichthyes","Finfishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",2.5540692847512,4.12052103374496e-07
"JPN","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Aquaculture production","Marine areas",1331.69172506927,0.000214843966699462
"JPN","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",94893.890205646,0.015309383848776
"JPN","2014","Moluscs; Other","aequipecten opercularis","queen scallop","aequipecten","pectinidae","ostreoida","import","Marine areas",117.309905406021,1.892579561479e-05
"JPN","2014","Moluscs; Other","argopecten ventricosus","pacific calico scallop","argopecten","pectinidae","ostreoida","import","Marine areas",20.8887712433307,3.37001904337986e-06
"JPN","2014","Moluscs; Other","bivalvia","clams, etc. nei",NA,NA,NA,"import","Marine areas",118.675434874919,1.91460986790956e-05
"JPN","2014","Moluscs; Other","Bivalvia","Clams, etc. nei","Bivalvia",NA,"BIVALVIA","Aquaculture production","Marine areas",252.897756421878,4.08004015766068e-05
"JPN","2014","Moluscs; Other","Bivalvia","Clams, etc. nei","Bivalvia",NA,"BIVALVIA","Capture production","Marine areas",19546.6975008983,0.0031535001291301
"JPN","2014","Moluscs; Other","chlamys islandica","iceland scallop","chlamys","pectinidae","ostreoida","import","Marine areas",63.6065252136383,1.02617429601859e-05
"JPN","2014","Moluscs; Other","crassostrea","cupped oysters nei","crassostrea","ostreidae","ostreoida","import","Marine areas",35568.4250835951,0.00573831119496871
"JPN","2014","Moluscs; Other","crassostrea gigas","pacific cupped oyster","crassostrea","ostreidae","ostreoida","import","Marine areas",4091.5199462224,0.000660091490041108
"JPN","2014","Moluscs; Other","Crassostrea gigas","Pacific cupped oyster","Crassostrea","OSTREIDAE","BIVALVIA","Aquaculture production","Marine areas",105576.191791711,0.0170327767354523
"JPN","2014","Moluscs; Other","crassostrea virginica","american cupped oyster","crassostrea","ostreidae","ostreoida","import","Marine areas",26971.5925473063,0.0043513703824836
"JPN","2014","Moluscs; Other","cymbium","volutes nei","cymbium","volutidae","neogastropoda","import","Marine areas",1184.25010417898,0.000191056972988871
"JPN","2014","Moluscs; Other","glycymeris glycymeris","common european bittersweet","glycymeris","glycymerididae","arcoida","import","Marine areas",48.5569554428929,7.83377167689276e-06
"JPN","2014","Moluscs; Other","haliotis","abalones nei","haliotis","haliotidae","patellogastropoda","import","Marine areas",1270.89488963474,0.000205035515507915
"JPN","2014","Moluscs; Other","Haliotis gigantea","Giant abalone","Haliotis","HALIOTIDAE","GASTROPODA","Capture production","Marine areas",783.408277279591,0.00012638851670208
"JPN","2014","Moluscs; Other","haliotis iris","rainbow abalone","haliotis","haliotidae","patellogastropoda","import","Marine areas",2.52183151324322,4.06851131874905e-07
"JPN","2014","Moluscs; Other","haliotis midae","perlemoen abalone","haliotis","haliotidae","patellogastropoda","import","Marine areas",32.882525163964,5.30499064335134e-06
"JPN","2014","Moluscs; Other","haliotis rubra","blacklip abalone","haliotis","haliotidae","patellogastropoda","import","Marine areas",1155.75332068597,0.000186459541099373
"JPN","2014","Moluscs; Other","haliotis rufescens","red abalone","haliotis","haliotidae","patellogastropoda","import","Marine areas",920.317568481742,0.000148476312733366
"JPN","2014","Moluscs; Other","haliotis tuberculata","tuberculate abalone","haliotis","haliotidae","patellogastropoda","import","Marine areas",2.08171181829385,3.35845913996451e-07
"JPN","2014","Moluscs; Other","mactromeris polynyma","stimpson's surf clam","mactromeris","mactridae","veneroida","import","Marine areas",4799.73734213023,0.000774349340982163
"JPN","2014","Moluscs; Other","mizuhopecten yessoensis","yesso scallop","mizuhopecten","pectinidae","ostreoida","import","Marine areas",2015.55061227552,0.000325172020275395
"JPN","2014","Moluscs; Other","mollusca","freshwater molluscs nei",NA,NA,NA,"import","Marine areas",14825.2709442652,0.00239178479305676
"JPN","2014","Moluscs; Other","mollusca","marine molluscs nei",NA,NA,NA,"import","Marine areas",14825.2709442652,0.00239178479305676
"JPN","2014","Moluscs; Other","mya arenaria","sand gaper","mya","myidae","myoida","import","Marine areas",4.98286415352564,8.03893483840877e-07
"JPN","2014","Moluscs; Other","mytilidae","sea mussels nei",NA,"mytilidae","mytiloida","import","Marine areas",3058.3827450238,0.000493413804604006
"JPN","2014","Moluscs; Other","mytilus coruscus","korean mussel","mytilus","mytilidae","mytiloida","import","Marine areas",3103.08942320494,0.00050062640486094
"JPN","2014","Moluscs; Other","mytilus edulis","blue mussel","mytilus","mytilidae","mytiloida","import","Marine areas",237.153290196452,3.82603215312342e-05
"JPN","2014","Moluscs; Other","mytilus galloprovincialis","mediterranean mussel","mytilus","mytilidae","mytiloida","import","Marine areas",305.954203256696,4.93600834326899e-05
"JPN","2014","Moluscs; Other","ostreidae","flat and cupped oysters nei",NA,"ostreidae","ostreoida","import","Marine areas",0.0102771135129239,1.65802324349681e-09
"JPN","2014","Moluscs; Other","paphies australis","pipi wedge clam","paphies","mesodesmatidae","veneroida","import","Marine areas",99.24497859753,1.60113519334119e-05
"JPN","2014","Moluscs; Other","patinopecten caurinus","weathervane scallop","patinopecten","pectinidae","ostreoida","import","Marine areas",23.9520759800767,3.8642269208205e-06
"JPN","2014","Moluscs; Other","Patinopecten yessoensis","Yesso scallop","Patinopecten","PECTINIDAE","BIVALVIA","Aquaculture production","Marine areas",106095.206960004,0.0171165102868698
"JPN","2014","Moluscs; Other","Patinopecten yessoensis","Yesso scallop","Patinopecten","PECTINIDAE","BIVALVIA","Capture production","Marine areas",206331.232717815,0.0332877494517579
"JPN","2014","Moluscs; Other","pectinidae","scallops nei",NA,"pectinidae","ostreoida","import","Marine areas",59963.4690825525,0.0096740028583462
"JPN","2014","Moluscs; Other","perna canaliculus","new zealand mussel","perna","mytilidae","mytiloida","import","Marine areas",4820.76621438689,0.000777741962747235
"JPN","2014","Moluscs; Other","perna viridis","green mussel","perna","mytilidae","mytiloida","import","Marine areas",832.472046582752,0.000134304053473753
"JPN","2014","Moluscs; Other","placopecten magellanicus","american sea scallop","placopecten","pectinidae","ostreoida","import","Marine areas",3.28609978065294,5.3015176001712e-07
"JPN","2014","Moluscs; Other","ruditapes philippinarum","japanese carpet shell","ruditapes","veneridae","veneroida","import","Marine areas",8389.80837656958,0.00135354127200634
"JPN","2014","Moluscs; Other","Ruditapes philippinarum","Japanese carpet shell","Ruditapes","VENERIDAE","BIVALVIA","Capture production","Marine areas",11178.6556014752,0.00180347047787142
"JPN","2014","Moluscs; Other","solenidae","razor clams, knife clams nei",NA,"solenidae","veneroida","import","Marine areas",63.6758051378481,1.02729200017261e-05
"JPN","2014","Moluscs; Other","spisula","surf clams nei","spisula","mactridae","veneroida","import","Marine areas",31.8720380520907,5.1419671332351e-06
"JPN","2014","Moluscs; Other","spisula solidissima","atlantic surf clam","spisula","mactridae","veneroida","import","Marine areas",497.576453237134,8.02748090547415e-05
"JPN","2014","Moluscs; Other","tegillarca granosa","blood cockle","tegillarca","arcidae","arcoida","import","Marine areas",84.1226587926323,1.35716437701634e-05
"JPN","2014","Moluscs; Other","Turbo cornutus","Horned turban","Turbo","TURBINIDAE","GASTROPODA","Capture production","Marine areas",3583.10139439543,0.000578067507792197
"JPN","2014","Pelagic Fish","acanthocybium solandri","wahoo","acanthocybium","scombridae","perciformes","import","Marine areas",0.00439652507716378,7.09298458111534e-10
"JPN","2014","Pelagic Fish","Auxis thazard, A. rochei","Frigate and bullet tunas","Auxis","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",10639.9899688233,0.00171656668545085
"JPN","2014","Pelagic Fish","brevoortia patronus","gulf menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",16618.3232258806,0.00268106079998077
"JPN","2014","Pelagic Fish","cetengraulis mysticetus","pacific anchoveta","cetengraulis","engraulidae","clupeiformes","import","Marine areas",1232.06065229524,0.000198770325571908
"JPN","2014","Pelagic Fish","clupea harengus","atlantic herring","clupea","clupeidae","clupeiformes","import","Marine areas",3326.19159533516,0.000536619836927382
"JPN","2014","Pelagic Fish","Clupea pallasii","Pacific herring","Clupea","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",3738.68184965213,0.000603167552734294
"JPN","2014","Pelagic Fish","clupeiformes","clupeoids nei",NA,NA,"clupeiformes","import","Marine areas",334.646579939325,5.3989070685885e-05
"JPN","2014","Pelagic Fish","clupeiformes","diadromous clupeoids nei",NA,NA,"clupeiformes","import","Marine areas",334.646579939325,5.3989070685885e-05
"JPN","2014","Pelagic Fish","Clupeoidei","Clupeoids nei","Clupeoidei",NA,"CLUPEIFORMES","Capture production","Marine areas",49098.596382747,0.00792115548040708
"JPN","2014","Pelagic Fish","cololabis saira","pacific saury","cololabis","scomberesocidae","beloniformes","import","Marine areas",23.9491107008311,3.86374852755312e-06
"JPN","2014","Pelagic Fish","Cololabis saira","Pacific saury","Cololabis","SCOMBERESOCIDAE","BELONIFORMES","Capture production","Marine areas",185511.803141799,0.0299289174110326
"JPN","2014","Pelagic Fish","decapterus","scads nei","decapterus","carangidae","perciformes","import","Marine areas",2259.81053217327,0.000364578865800245
"JPN","2014","Pelagic Fish","Decapterus maruadsi","Japanese scad","Decapterus","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",13371.7915720739,0.0021572926294735
"JPN","2014","Pelagic Fish","engraulidae","anchovies, etc. nei",NA,"engraulidae","clupeiformes","import","Marine areas",203888.400051718,0.0328936433308836
"JPN","2014","Pelagic Fish","engraulis capensis","southern african anchovy","engraulis","engraulidae","clupeiformes","import","Marine areas",175.766823953938,2.83567442536039e-05
"JPN","2014","Pelagic Fish","engraulis encrasicolus","european anchovy","engraulis","engraulidae","clupeiformes","import","Marine areas",130.241460048616,2.101206411275e-05
"JPN","2014","Pelagic Fish","engraulis japonicus","japanese anchovy","engraulis","engraulidae","clupeiformes","import","Marine areas",119286.579963276,0.0192446956986156
"JPN","2014","Pelagic Fish","Engraulis japonicus","Japanese anchovy","Engraulis","ENGRAULIDAE","CLUPEIFORMES","Capture production","Marine areas",201269.762969044,0.0324711744008775
"JPN","2014","Pelagic Fish","engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","engraulidae","clupeiformes","import","Marine areas",25368.5217314211,0.004092744390821
"JPN","2014","Pelagic Fish","Etrumeus teres","Red-eye round herring","Etrumeus","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",60730.0510261092,0.00979767675558044
"JPN","2014","Pelagic Fish","Istiophorus albicans","Atlantic sailfish","Istiophorus","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",47.0580614756561,7.59195270368686e-06
"JPN","2014","Pelagic Fish","Istiophorus platypterus","Indo-Pacific sailfish","Istiophorus","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",792.684932098552,0.000127885134336242
"JPN","2014","Pelagic Fish","katsuwonus pelamis","skipjack tuna","katsuwonus","scombridae","perciformes","import","Marine areas",3270.4398395374,0.0005276253165436
"JPN","2014","Pelagic Fish","Katsuwonus pelamis","Skipjack tuna","Katsuwonus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",188879.699920858,0.0304722656122913
"JPN","2014","Pelagic Fish","Makaira indica","Black marlin","Makaira","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",92.4934311762896,1.49221139348328e-05
"JPN","2014","Pelagic Fish","Makaira nigricans","Blue marlin","Makaira","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",2670.13931579973,0.000430777868066094
"JPN","2014","Pelagic Fish","mallotus villosus","capelin","mallotus","osmeridae","osmeriformes","import","Marine areas",227.211890848887,3.66564595936953e-05
"JPN","2014","Pelagic Fish","Pseudocaranx dentex","White trevally","Pseudocaranx","CARANGIDAE","PERCOIDEI","Aquaculture production","Marine areas",2584.94799761104,0.000417033815757696
"JPN","2014","Pelagic Fish","rastrelliger","indian mackerels nei","rastrelliger","scombridae","perciformes","import","Marine areas",205705.8210426,0.0331868507808463
"JPN","2014","Pelagic Fish","sardina pilchardus","european pilchard(=sardine)","sardina","clupeidae","clupeiformes","import","Marine areas",199.693049366513,3.22168006608147e-05
"JPN","2014","Pelagic Fish","sardinella","sardinellas nei","sardinella","clupeidae","clupeiformes","import","Marine areas",104.196249652687,1.68101484519072e-05
"JPN","2014","Pelagic Fish","sardinella aurita","round sardinella","sardinella","clupeidae","clupeiformes","import","Marine areas",25.3733837516868,4.09352878836616e-06
"JPN","2014","Pelagic Fish","sardinella longiceps","indian oil sardine","sardinella","clupeidae","clupeiformes","import","Marine areas",82.5552392591029,1.33187694571926e-05
"JPN","2014","Pelagic Fish","sardinella maderensis","madeiran sardinella","sardinella","clupeidae","clupeiformes","import","Marine areas",132.083917435124,2.1309310724665e-05
"JPN","2014","Pelagic Fish","Sardinops melanostictus","Japanese pilchard","Sardinops","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",158801.485179039,0.0256196988772727
"JPN","2014","Pelagic Fish","sardinops sagax","australian pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",11.8948863379076,1.91902113392073e-06
"JPN","2014","Pelagic Fish","sardinops sagax","california pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",11.8948863379076,1.91902113392073e-06
"JPN","2014","Pelagic Fish","sardinops sagax","japanese pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",11.8948863379076,1.91902113392073e-06
"JPN","2014","Pelagic Fish","sardinops sagax","south american pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",11.8948863379076,1.91902113392073e-06
"JPN","2014","Pelagic Fish","sardinops sagax","southern african pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",11.8948863379076,1.91902113392073e-06
"JPN","2014","Pelagic Fish","scomber colias","atlantic chub mackerel","scomber","scombridae","perciformes","import","Marine areas",122.234454641757,1.97202810592027e-05
"JPN","2014","Pelagic Fish","scomber japonicus","pacific chub mackerel","scomber","scombridae","perciformes","import","Marine areas",36851.7611850803,0.00594535387118372
"JPN","2014","Pelagic Fish","Scomber japonicus","Pacific chub mackerel","Scomber","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",390892.655722862,0.0630633405075925
"JPN","2014","Pelagic Fish","scomber scombrus","atlantic mackerel","scomber","scombridae","perciformes","import","Marine areas",2722.61517753071,0.000439243883194086
"JPN","2014","Pelagic Fish","Scomberomorus niphonius","Japanese Spanish mackerel","Scomberomorus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",15027.7485284845,0.00242445082720152
"JPN","2014","Pelagic Fish","Scombroidei","Tuna-like fishes nei","Scombroidei",NA,"SCOMBROIDEI","Capture production","Marine areas",603.641340308416,9.73864277852246e-05
"JPN","2014","Pelagic Fish","Seriola quinqueradiata","Japanese amberjack","Seriola","CARANGIDAE","PERCOIDEI","Aquaculture production","Marine areas",109213.647226123,0.0176196132678945
"JPN","2014","Pelagic Fish","Seriola spp","Amberjacks nei","Seriola","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",101542.371859703,0.0163819940814573
"JPN","2014","Pelagic Fish","sprattus sprattus","european sprat","sprattus","clupeidae","clupeiformes","import","Marine areas",54.5303687781471,8.79747205252941e-06
"JPN","2014","Pelagic Fish","strangomera bentincki","araucanian herring","strangomera","clupeidae","clupeiformes","import","Marine areas",476.457261182477,7.6867615851469e-05
"JPN","2014","Pelagic Fish","Tetrapturus albidus","Atlantic white marlin","Tetrapturus","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",4.86807532506787,7.85374417622779e-07
"JPN","2014","Pelagic Fish","Tetrapturus audax","Striped marlin","Tetrapturus","ISTIOPHORIDAE","SCOMBROIDEI","Capture production","Marine areas",1595.91736073475,0.000257471913244001
"JPN","2014","Pelagic Fish","thunnus alalunga","albacore","thunnus","scombridae","perciformes","import","Marine areas",186.479919470945,3.00851051746605e-05
"JPN","2014","Pelagic Fish","Thunnus alalunga","Albacore","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",45241.4580335183,0.0072988771501773
"JPN","2014","Pelagic Fish","thunnus albacares","yellowfin tuna","thunnus","scombridae","perciformes","import","Marine areas",6690.774664174,0.00107943343198939
"JPN","2014","Pelagic Fish","Thunnus albacares","Yellowfin tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",44327.8825641805,0.00715148855113675
"JPN","2014","Pelagic Fish","Thunnus maccoyii","Southern bluefin tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",2732.6129491381,0.00044085683975892
"JPN","2014","Pelagic Fish","Thunnus obesus","Bigeye tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",44239.4458624418,0.00713722091588327
"JPN","2014","Pelagic Fish","Thunnus orientalis","Pacific bluefin tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Aquaculture production","Marine areas",11937.3320429539,0.00192586896774732
"JPN","2014","Pelagic Fish","Thunnus orientalis","Pacific bluefin tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",7956.05777293593,0.00128356358986816
"JPN","2014","Pelagic Fish","Thunnus thynnus","Atlantic bluefin tuna","Thunnus","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",1165.09269446624,0.000187966277284385
"JPN","2014","Pelagic Fish","thunnus tonggol","longtail tuna","thunnus","scombridae","perciformes","import","Marine areas",0.0747999967446867,1.20676037157919e-08
"JPN","2014","Pelagic Fish","trachurus capensis","cape horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",16.9905424346845,2.74111152327936e-06
"JPN","2014","Pelagic Fish","Trachurus japonicus","Japanese jack mackerel","Trachurus","CARANGIDAE","PERCOIDEI","Aquaculture production","Marine areas",678.285161959457,0.000109428835522107
"JPN","2014","Pelagic Fish","Trachurus japonicus","Japanese jack mackerel","Trachurus","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",118267.455984861,0.0190802787889366
"JPN","2014","Pelagic Fish","trachurus trachurus","atlantic horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",6.66875464299993,1.0758809065762e-06
"JPN","2014","Pelagic Fish","xiphias gladius","swordfish","xiphias","xiphiidae","perciformes","import","Marine areas",990.420148553218,0.000159786074666173
"JPN","2014","Pelagic Fish","Xiphias gladius","Swordfish","Xiphias","XIPHIIDAE","SCOMBROIDEI","Capture production","Marine areas",8686.26907169611,0.00140136975251158
"KAZ","2014","Cephalopods","berryteuthis magister","schoolmaster gonate squid","berryteuthis","gonatidae","teuthida","import","Marine areas",0.349631723083207,6.7232728083347e-06
"KAZ","2014","Cephalopods","octopodidae","octopuses, etc. nei",NA,"octopodidae","octopoda","import","Marine areas",73.902040629497,0.001421105544609
"KAZ","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",2292.61969496175,0.0440861244484976
"KAZ","2014","Crustaceans","crangon crangon","common shrimp","crangon","crangonidae","decapoda","import","Marine areas",0.0706326713299409,1.35823693097671e-06
"KAZ","2014","Crustaceans","decapoda","marine crabs nei",NA,NA,"decapoda","import","Marine areas",4.08487391947429,7.85504287371006e-05
"KAZ","2014","Crustaceans","parapenaeus longirostris","deep-water rose shrimp","parapenaeus","penaeidae","decapoda","import","Marine areas",0.529745034973438,1.01867769823038e-05
"KAZ","2014","Crustaceans","penaeus","penaeus shrimps nei","penaeus","penaeidae","decapoda","import","Marine areas",2184.11915901362,0.0419997042100909
"KAZ","2014","Demersal Fish","gadus macrocephalus","greenland cod","gadus","gadidae","gadiformes","import","Marine areas",39.8228682688477,0.000765777215582124
"KAZ","2014","Demersal Fish","gadus macrocephalus","pacific cod","gadus","gadidae","gadiformes","import","Marine areas",39.8228682688477,0.000765777215582124
"KAZ","2014","Demersal Fish","gadus morhua","atlantic cod","gadus","gadidae","gadiformes","import","Marine areas",253.103867721004,0.00486708224450215
"KAZ","2014","Demersal Fish","lophius piscatorius","angler(=monk)","lophius","lophiidae","lophiiformes","import","Marine areas",624.684888586075,0.0120124309321006
"KAZ","2014","Demersal Fish","melanogrammus aeglefinus","haddock","melanogrammus","gadidae","gadiformes","import","Marine areas",5409.90105355035,0.104030150148762
"KAZ","2014","Demersal Fish","micromesistius poutassou","blue whiting(=poutassou)","micromesistius","gadidae","gadiformes","import","Marine areas",5436.33675056908,0.104538497621834
"KAZ","2014","Demersal Fish","molva dypterygia","blue ling","molva","lotidae","gadiformes","import","Marine areas",249.559354342947,0.00479892272452691
"KAZ","2014","Demersal Fish","reinhardtius hippoglossoides","greenland halibut","reinhardtius","pleuronectidae","pleuronectiformes","import","Marine areas",1675.82475650179,0.0322254139800731
"KAZ","2014","Demersal Fish","sciaenidae","croakers, drums nei",NA,"sciaenidae","perciformes","import","Marine areas",1845.9304197981,0.0354964752284589
"KAZ","2014","Demersal Fish","sebastes","atlantic redfishes nei","sebastes","sebastidae","scorpaeniformes","import","Marine areas",1081.17966084729,0.0207906357884156
"KAZ","2014","Demersal Fish","sebastes","golden redfish","sebastes","sebastidae","scorpaeniformes","import","Marine areas",1081.17966084729,0.0207906357884156
"KAZ","2014","Demersal Fish","sparidae","porgies, seabreams nei",NA,"sparidae","perciformes","import","Marine areas",21.3834540489379,0.000411194939314144
"KAZ","2014","Freshwater Fish","Acipenser stellatus","Starry sturgeon","Acipenser","ACIPENSERIDAE","ACIPENSERIFORMES","Capture production","Inland waters",0.701312335958005,1.34859449163142e-05
"KAZ","2014","Freshwater Fish","Acipenseridae","Sturgeons nei","Acipenseridae","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",19.6367454068241,0.000377606457656798
"KAZ","2014","Freshwater Fish","chanos chanos","milkfish","chanos","chanidae","gonorynchiformes","import","Marine areas",1585.92825432956,0.030496741583618
"KAZ","2014","Freshwater Fish","Clupeoidei","Diadromous clupeoids nei","Clupeoidei",NA,"CLUPEIFORMES","Capture production","Inland waters",41.3774278215223,0.000795670750062538
"KAZ","2014","Freshwater Fish","Coregonus albula","Vendace","Coregonus","COREGONIDAE","SALMONIFORMES","Capture production","Inland waters",65.9233595800525,0.00126767882213354
"KAZ","2014","Freshwater Fish","Huso huso","Beluga","Huso","ACIPENSERIDAE","ACIPENSERIFORMES","Capture production","Inland waters",0.701312335958005,1.34859449163142e-05
"KAZ","2014","Freshwater Fish","oncorhynchus gorbuscha","pink(=humpback) salmon","oncorhynchus","salmonidae","salmoniformes","import","Marine areas",73.3255199323336,0.00141001929107199
"KAZ","2014","Freshwater Fish","salmo salar","atlantic salmon","salmo","salmonidae","salmoniformes","import","Marine areas",9950.28201856705,0.191339790167647
"KAZ","2014","Freshwater Fish","Salmo spp","Trouts nei","Salmo","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",138.859842519685,0.00267021709343021
"KAZ","2014","Moluscs; Other","crassostrea","cupped oysters nei","crassostrea","ostreidae","ostreoida","import","Marine areas",427.871296998275,0.00822778731634371
"KAZ","2014","Moluscs; Other","ensis ensis","pod razor shell","ensis","pharidae","veneroida","import","Marine areas",85.3242669665686,0.00164075021261987
"KAZ","2014","Moluscs; Other","mytilus edulis","blue mussel","mytilus","mytilidae","mytiloida","import","Marine areas",5.44323845189759,0.000104671214471622
"KAZ","2014","Moluscs; Other","pectinidae","scallops nei",NA,"pectinidae","ostreoida","import","Marine areas",83.1979825115261,0.00159986264574433
"KAZ","2014","Moluscs; Other","placopecten magellanicus","american sea scallop","placopecten","pectinidae","ostreoida","import","Marine areas",59.4186387658633,0.00114259574274305
"KAZ","2014","Moluscs; Other","rapana venosa","veined rapa whelk","rapana","muricidae","neogastropoda","import","Marine areas",76.6869003010787,0.00147465723934614
"KAZ","2014","Moluscs; Other","spisula","surf clams nei","spisula","mactridae","veneroida","import","Marine areas",26.9510355853441,0.000518257219652469
"KAZ","2014","Pelagic Fish","clupea harengus","atlantic herring","clupea","clupeidae","clupeiformes","import","Marine areas",8.13365311071883,0.000156406770843013
"KAZ","2014","Pelagic Fish","decapterus","scads nei","decapterus","carangidae","perciformes","import","Marine areas",4158.20338088793,0.0799605238212208
"KAZ","2014","Pelagic Fish","engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","engraulidae","clupeiformes","import","Marine areas",3336.14187273155,0.0641526224791248
"KAZ","2014","Pelagic Fish","sardinella aurita","round sardinella","sardinella","clupeidae","clupeiformes","import","Marine areas",3.29708877004097,6.3401647535875e-05
"KAZ","2014","Pelagic Fish","scomber japonicus","pacific chub mackerel","scomber","scombridae","perciformes","import","Marine areas",2642.80792277924,0.0508200986117172
"KAZ","2014","Pelagic Fish","scomber scombrus","atlantic mackerel","scomber","scombridae","perciformes","import","Marine areas",2968.34178243924,0.0570799795159551
"KAZ","2014","Pelagic Fish","sprattus sprattus","european sprat","sprattus","clupeidae","clupeiformes","import","Marine areas",0.727060224925204,1.39810661262508e-05
"KAZ","2014","Pelagic Fish","strangomera bentincki","araucanian herring","strangomera","clupeidae","clupeiformes","import","Marine areas",75.0011855605208,0.00144224164508067
"KAZ","2014","Pelagic Fish","trachurus","jack and horse mackerels nei","trachurus","carangidae","perciformes","import","Marine areas",0.0174826008004164,3.36183151642785e-07
