"","mar_taxa_name","mar_match_key","afcd_match_species","afcd_match_genus","afcd_match_family","afcd_match_order","afcd_match_class","afcd_match_phylum","missing","tonnes"
"825","hexagrammidae","hexagrammidae",NA,NA,"hexagrammidae",NA,NA,NA,0,136393.72
"826","tautoga onitis",NA,NA,NA,NA,NA,NA,NA,1,135341.9548
"827","carangoides talamparoides","carangoides",NA,"carangoides",NA,NA,NA,NA,0,134727.445
"828","myctophidae","myctophidae",NA,NA,"myctophidae",NA,NA,NA,0,134589.4647
"829","perna canaliculus","perna canaliculus","perna canaliculus","perna",NA,NA,NA,NA,0,133820.9239
"830","carcharhinus longimanus","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,133586.3069
"831","hyporhamphus sajori","hyporhamphus sajori","hyporhamphus sajori","hyporhamphus",NA,NA,NA,NA,0,132765.7885
"832","lophius americanus","lophius",NA,"lophius",NA,NA,NA,NA,0,132575.4619
"833","saxidomus gigantea","saxidomus giganteus","saxidomus giganteus","saxidomus",NA,NA,NA,NA,0,132182.414
"834","gerres oyena","gerres oyena","gerres oyena","gerres",NA,NA,NA,NA,0,130951.988
"835","rutilus rutilus","rutilus",NA,"rutilus",NA,NA,NA,NA,0,130796.9668
"836","ariomma indicum","ariomma indica","ariomma indica","ariomma",NA,NA,NA,NA,0,130716.0037
"837","acanthocardia tuberculata",NA,NA,NA,NA,NA,NA,NA,1,130683.4998
"838","panulirus longipes","panulirus longipes","panulirus longipes","panulirus",NA,NA,NA,NA,0,130592.884
"839","pseudopercis semifasciata","pseudopercis semifasciata","pseudopercis semifasciata","pseudopercis",NA,NA,NA,NA,0,129573.5
"840","anarhichas minor","anarhichas minor","anarhichas minor","anarhichas",NA,NA,NA,NA,0,129459.4564
"841","nototodarus sloanii","nototodarus sloanii","nototodarus sloanii","nototodarus",NA,NA,NA,NA,0,128361.2347
"842","trachinotus ovatus","trachinotus ovatus","trachinotus ovatus","trachinotus",NA,NA,NA,NA,0,127663.6781
"843","trachinus draco","trachinus draco","trachinus draco","trachinus",NA,NA,NA,NA,0,127608.2048
"844","triakidae","triakidae",NA,NA,"triakidae",NA,NA,NA,0,126305.4324
"845","phycis phycis","phycis",NA,"phycis",NA,NA,NA,NA,0,124837.9131
"846","galeocerdo cuvier","galeocerdo cuvier","galeocerdo cuvier","galeocerdo",NA,NA,NA,NA,0,124344.4524
"847","kathetostoma giganteum",NA,NA,NA,NA,NA,NA,NA,1,123969.4407
"848","seriolella caerulea","seriolella caerulea","seriolella caerulea","seriolella",NA,NA,NA,NA,0,123906.4928
"849","sphyrnidae",NA,NA,NA,NA,NA,NA,NA,1,123397.2742
"850","trigla","trigla",NA,"trigla",NA,NA,NA,NA,0,121925.8651
"851","squatina argentina","squatina",NA,"squatina",NA,NA,NA,NA,0,121284.8438
"852","lethrinus lentjan","lethrinus lentjan","lethrinus lentjan","lethrinus",NA,NA,NA,NA,0,120988.2077
"853","eopsetta jordani","eopsetta jordani","eopsetta jordani","eopsetta",NA,NA,NA,NA,0,120407.48
"854","priacanthus arenatus","pricsnthus arenatus","pricsnthus arenatus","priacanthus",NA,NA,NA,NA,0,120391.5277
"855","thenus orientalis","thenus orientalis","thenus orientalis","thenus",NA,NA,NA,NA,0,120235.102
"856","hemiramphus brasiliensis","hemiramphus",NA,"hemiramphus",NA,NA,NA,NA,0,119141.5012
"857","emmelichthys nitidus nitidus","melichthys",NA,"melichthys",NA,NA,NA,NA,0,118654.5001
"858","mytiloida","mytiloida",NA,NA,NA,"mytiloida",NA,NA,0,118519.405
"859","glycymeris glycymeris",NA,NA,NA,NA,NA,NA,NA,1,116520.8467
"860","alosa","alosa",NA,"alosa",NA,NA,NA,NA,0,116236.0623
"861","notarius grandicassis","notarchus",NA,"notarchus",NA,NA,NA,NA,0,115542.1988
"862","mycteroperca microlepis","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,115203.001
"863","donax","donax",NA,"donax",NA,NA,NA,NA,0,114967.11
"864","scolopsis taeniata","scolopsis",NA,"scolopsis",NA,NA,NA,NA,0,114878.2001
"865","acanthurus monroviae","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,114674.1213
"866","liza","liza",NA,"liza",NA,NA,NA,NA,0,114556.1536
"867","conodon nobilis","monodon",NA,"monodon",NA,NA,NA,NA,0,113683.8565
"868","pleuronectes quadrituberculatus","pleuronectes",NA,"pleuronectes",NA,NA,NA,NA,0,113113.3181
"869","lepidorhynchus denticulatus","lepidorhynchus denticulatus","lepidorhynchus denticulatus","lepidorhynchus",NA,NA,NA,NA,0,112782.941
"870","salvelinus alpinus alpinus","salvelinus alpinus","salvelinus alpinus","salvelinus",NA,NA,NA,NA,0,112509.596
"871","nemadactylus macropterus","nemadactylus macropterus","nemadactylus macropterus","nemadactylus",NA,NA,NA,NA,0,111543.2754
"872","tawera gayi",NA,NA,NA,NA,NA,NA,NA,1,111494.619
"873","porichthys margaritatus","aorichthys",NA,"aorichthys",NA,NA,NA,NA,0,111436.1808
"874","miscellaneous diadromous fishes",NA,NA,NA,NA,NA,NA,NA,1,110811.5126
"875","brevoortia pectinata","brevoortia",NA,"brevoortia",NA,NA,NA,NA,0,110086.581
"876","brotula clarkae","brotia",NA,"brotia",NA,NA,NA,NA,0,110013.4596
"877","sparidentex hasta","sparidentex hasta","sparidentex hasta","sparidentex",NA,NA,NA,NA,0,109996.7948
"878","cynoscion leiarchus","cynoscion",NA,"cynoscion",NA,NA,NA,NA,0,108561.0842
"879","mycteroperca bonaci","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,108166.7082
"880","arripis georgianus","arripis georgianus","arripis georgianus","arripis",NA,NA,NA,NA,0,107034.1707
"881","busycon","brycon",NA,"brycon",NA,NA,NA,NA,0,106874.5967
"882","littorina","littorina",NA,"littorina",NA,NA,NA,NA,0,106865.0434
"883","carangoides malabaricus","carangoides malabaricus","carangoides malabaricus","carangoides",NA,NA,NA,NA,0,106264.1363
"884","mycteroperca","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,105588.1913
"885","acanthopagrus berda","acanthopagrus berda","acanthopagrus berda","acanthopagrus",NA,NA,NA,NA,0,105312.3865
"886","larimus breviceps","larimus previceps","larimus previceps","larimus",NA,NA,NA,NA,0,104988.892
"887","diodontidae",NA,NA,NA,NA,NA,NA,NA,1,104937.1224
"888","pelates quadrilineatus","lates",NA,"lates",NA,NA,NA,NA,0,104934.2213
"889","haemulon steindachneri","haemulon",NA,"haemulon",NA,NA,NA,NA,0,104782.8367
"890","gadus ogac","gadus ogac","gadus ogac","gadus",NA,NA,NA,NA,0,104481.1948
"891","alectis ciliaris","alectis",NA,"alectis",NA,NA,NA,NA,0,104467.6875
"892","upeneus sulphureus","upeneus sulphureus","upeneus sulphureus","upeneus",NA,NA,NA,NA,0,104125.1713
"893","moolgarda seheli",NA,NA,NA,NA,NA,NA,NA,1,103181.7506
"894","rhizoprionodon terraenovae","rhizoprionodon terraenovae","rhizoprionodon terraenovae","rhizoprionodon",NA,NA,NA,NA,0,103145.833
"895","oplegnathus fasciatus","oplegnathus fasciatus","oplegnathus fasciatus","oplegnathus",NA,NA,NA,NA,0,103075.9608
"896","lutjanus guttatus","lutjanus guttatus","lutjanus guttatus","lutjanus",NA,NA,NA,NA,0,102162.3454
"897","callorhinchus milii","callorhinchus",NA,"callorhinchus",NA,NA,NA,NA,0,101789.6504
"898","ophidiidae","ophidiidae",NA,NA,"ophidiidae",NA,NA,NA,0,101552.7398
"899","serranus cabrilla","serranus cabrilla","serranus cabrilla","serranus",NA,NA,NA,NA,0,101528.7955
"900","lutjanus griseus","lutjanus griseus","lutjanus griseus","lutjanus",NA,NA,NA,NA,0,101434.0618
"901","mugil curema","mugil curema","mugil curema","mugil",NA,NA,NA,NA,0,100802.5647
"902","osmerus mordax mordax","osmerus mordax","osmerus mordax","osmerus",NA,NA,NA,NA,0,99210.04137
"903","lagocephalus laevigatus","lagocephalus",NA,"lagocephalus",NA,NA,NA,NA,0,98610.2015
"904","decapterus punctatus","decapterus punctatus","decapterus punctatus","decapterus",NA,NA,NA,NA,0,98559.16498
"905","rhabdosargus sarba","rhabdoscargus sarba","rhabdoscargus sarba","rhabdosargus",NA,NA,NA,NA,0,98443.24967
"906","coregonus muksun","coregonus muksun","coregonus muksun","coregonus",NA,NA,NA,NA,0,97999.18327
"907","centrolophidae","centrolophidae",NA,NA,"centrolophidae",NA,NA,NA,0,97941.08086
"908","pellona harroweri","pellona harroweri","pellona harroweri","pellona",NA,NA,NA,NA,0,97169.31704
"909","hyperoglyphe antarctica","hyperoglyphe antarctica","hyperoglyphe antarctica","hyperoglyphe",NA,NA,NA,NA,0,96915.93545
"910","scylla","scylla",NA,"scylla",NA,NA,NA,NA,0,96545.66218
"911","orcynopsis unicolor","orcynopsis unicolor","orcynopsis unicolor","orcynopsis",NA,NA,NA,NA,0,96284.321
"912","parapenaeopsis sculptilis","parapenaeopsis",NA,"parapenaeopsis",NA,NA,NA,NA,0,95953.18139
"913","pomadasys incisus","pomadasys",NA,"pomadasys",NA,NA,NA,NA,0,95773.26661
"914","harengula clupeola",NA,NA,NA,NA,NA,NA,NA,1,95190.96014
"915","coregonus autumnalis","coregonus autumnalis","coregonus autumnalis","coregonus",NA,NA,NA,NA,0,94653.20102
"916","gobionotothen gibberifrons","gobionotothen gibberifrons","gobionotothen gibberifrons","gobionotothen",NA,NA,NA,NA,0,93825.99619
"917","lopholatilus chamaeleonticeps","lopholatilus chamaeleonticeps","lopholatilus chamaeleonticeps","lopholatilus",NA,NA,NA,NA,0,93147.23514
"918","zoarces viviparus","zoarces",NA,"zoarces",NA,NA,NA,NA,0,92924.16211
"919","epinephelus goreensis","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,91837.92091
"920","xiphiidae","xiphiidae",NA,NA,"xiphiidae",NA,NA,NA,0,91739.06475
"921","octopus maya","octopus",NA,"octopus",NA,NA,NA,NA,0,90774.1
"922","chloroscombrus orqueta","chloroscombrus",NA,"chloroscombrus",NA,NA,NA,NA,0,90701.45291
"923","gerres nigri","gerres",NA,"gerres",NA,NA,NA,NA,0,90341.93541
"924","dentex angolensis","dentex",NA,"dentex",NA,NA,NA,NA,0,90096.78272
"925","tivela mactroides","tivela mactroides","tivela mactroides","tivela",NA,NA,NA,NA,0,89224.01723
"926","ginglymostoma cirratum",NA,NA,NA,NA,NA,NA,NA,1,89188.55294
"927","lutjanus gibbus","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,88918.67456
"928","macrourus carinatus","macrourus",NA,"macrourus",NA,NA,NA,NA,0,88873.45003
"929","paralomis granulosa",NA,NA,NA,NA,NA,NA,NA,1,88574.45238
"930","salmo trutta","salmo trutta","salmo trutta","salmo",NA,NA,NA,NA,0,87154.17007
"931","polyprion americanus","polyprion",NA,"polyprion",NA,NA,NA,NA,0,86748.68946
"932","epinephelus itajara","epinephelus itajara","epinephelus itajara","epinephelus",NA,NA,NA,NA,0,86085.47552
"933","raja miraletus","raja",NA,"raja",NA,NA,NA,NA,0,85934.98599
"934","lethrinus olivaceus","lethrinus olivaceus","lethrinus olivaceus","lethrinus",NA,NA,NA,NA,0,85887.48635
"935","ascidiacea","ascidiacea",NA,NA,NA,NA,"ascidiacea",NA,0,85818.1676
"936","cynoscion arenarius","cynoscion arenarius","cynoscion arenarius","cynoscion",NA,NA,NA,NA,0,85399.30369
"937","sander lucioperca","sander lucioperca","sander lucioperca","sander",NA,NA,NA,NA,0,84381.10564
"938","chimaeriformes","chimaeriformes",NA,NA,NA,"chimaeriformes",NA,NA,0,84086.38235
"939","pseudotolithus senegallus","pseudotolithus",NA,"pseudotolithus",NA,NA,NA,NA,0,83727.60582
"940","sebastes flavidus","sebastes flavidus","sebastes flavidus","sebastes",NA,NA,NA,NA,0,82571.05921
"941","strongylocentrotus droebachiensis","strongylocentrotus droebachiensis","strongylocentrotus droebachiensis","strongylocentrotus",NA,NA,NA,NA,0,82557.75962
"942","necora puber","necora puber","necora puber","necora",NA,NA,NA,NA,0,82450.63151
"943","anguilla rostrata","anguilla rostrata","anguilla rostrata","anguilla",NA,NA,NA,NA,0,81598.30997
"944","rhizoprionodon acutus","rhizoprionodon",NA,"rhizoprionodon",NA,NA,NA,NA,0,81415.61152
"945","erimacrus isenbeckii","erimacrus isenbeckii","erimacrus isenbeckii","erimacrus",NA,NA,NA,NA,0,80726.30254
"946","mytilus","mytilus",NA,"mytilus",NA,NA,NA,NA,0,80338.06159
"947","tridacna","tridacna",NA,"tridacna",NA,NA,NA,NA,0,80238.641
"948","haemulon boschmae","haemulon boschmae","haemulon boschmae","haemulon",NA,NA,NA,NA,0,79964.87449
"949","trichopsetta caribbaea",NA,NA,NA,NA,NA,NA,NA,1,79964.87449
"950","electrona carlsbergi","electrona carlsbergi","electrona carlsbergi","electrona",NA,NA,NA,NA,0,79698.42564
"951","paralichthys","paralichthys",NA,"paralichthys",NA,NA,NA,NA,0,79632.04629
"952","haliotis midae","haliotis",NA,"haliotis",NA,NA,NA,NA,0,79615.83584
"953","cancer borealis","cancer",NA,"cancer",NA,NA,NA,NA,0,78743.86205
"954","epigonus telescopus",NA,NA,NA,NA,NA,NA,NA,1,78596.76093
"955","zeidae","zeidae",NA,NA,"zeidae",NA,NA,NA,0,78147.62156
"956","morone americana","morone",NA,"morone",NA,NA,NA,NA,0,78141.19151
"957","hilsa kelee","hilsa",NA,"hilsa",NA,NA,NA,NA,0,77438.92048
"958","drepane","drepane",NA,"drepane",NA,NA,NA,NA,0,77419.56387
"959","zoarces americanus","zoarces",NA,"zoarces",NA,NA,NA,NA,0,77376.95733
"960","gymnocranius",NA,NA,NA,NA,NA,NA,NA,1,76683.90672
"961","aprion virescens","aprion virescens","aprion virescens","aprion",NA,NA,NA,NA,0,76111.92958
"962","alosa immaculata","alosa",NA,"alosa",NA,NA,NA,NA,0,75901.01321
"963","patinopecten caurinus","patinopecten",NA,"patinopecten",NA,NA,NA,NA,0,75825.1458
"964","dussumieria elopsoides","dussumieria elopsoides","dussumieria elopsoides","dussumieria",NA,NA,NA,NA,0,75495.40232
"965","epinephelus maculatus","epinephelus maculates","epinephelus maculates","epinephelus",NA,NA,NA,NA,0,75455.1427
"966","paralichthys californicus","paralichthys",NA,"paralichthys",NA,NA,NA,NA,0,75416.20568
"967","haliporoides triarthrus",NA,NA,NA,NA,NA,NA,NA,1,75267.5
"968","pristipomoides filamentosus","pristipomoides filamentosus","pristipomoides filamentosus","pristipomoides",NA,NA,NA,NA,0,75136.21168
"969","plesiopenaeus edwardsianus",NA,NA,NA,NA,NA,NA,NA,1,74867.26434
"970","epinephelus areolatus","epinephelus areolatus","epinephelus areolatus","epinephelus",NA,NA,NA,NA,0,74751.45712
"971","elops saurus","elops saurus","elops saurus","elops",NA,NA,NA,NA,0,74217.1899
"972","epinephelus striatus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,74204.07341
"973","carcharhinus amblyrhynchos","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,73851.59457
"974","rhinobatos percellens","rhinobatos",NA,"rhinobatos",NA,NA,NA,NA,0,73666.50079
"975","mustelus mustelus","mustelus",NA,"mustelus",NA,NA,NA,NA,0,73534.08029
"976","euthynnus lineatus","euthynnus",NA,"euthynnus",NA,NA,NA,NA,0,72994.15136
"977","molva","ulva","ulva","molva",NA,NA,NA,NA,0,71773.07582
"978","caranx ruber","caranx",NA,"caranx",NA,NA,NA,NA,0,71314.89921
"979","cyprinidae","cyprinidae",NA,NA,"cyprinidae",NA,NA,NA,0,71130.34562
"980","kajikia albida",NA,NA,NA,NA,NA,NA,NA,1,71118.6736
"981","martialia hyadesi",NA,NA,NA,NA,NA,NA,NA,1,70259.46766
"982","crangon","crangon",NA,"crangon",NA,NA,NA,NA,0,70193.69851
"983","ostraciidae","ostraciidae",NA,NA,"ostraciidae",NA,NA,NA,0,70062.58094
"984","trachinidae","trachinidae",NA,NA,"trachinidae",NA,NA,NA,0,69925.66197
"985","haemulon","haemulon",NA,"haemulon",NA,NA,NA,NA,0,69302.67258
"986","caulolatilus princeps",NA,NA,NA,NA,NA,NA,NA,1,69072.28309
"987","ranina ranina","ranina",NA,"ranina",NA,NA,NA,NA,0,68673.45469
"988","liza klunzingeri","liza klunzingeri","liza klunzingeri","liza",NA,NA,NA,NA,0,68631
"989","sphyrna mokarran","sphyrna mokarran","sphyrna mokarran","sphyrna",NA,NA,NA,NA,0,68538.66496
"990","latridae","labridae",NA,NA,"labridae",NA,NA,NA,0,68323.86629
"991","dicologlossa cuneata","dicologlossa cuneata","dicologlossa cuneata","dicologlossa",NA,NA,NA,NA,0,68292.47041
"992","epinephelus malabaricus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,68206.43504
"993","sphyraena obtusata","sphyraena obtusata","sphyraena obtusata","sphyraena",NA,NA,NA,NA,0,68176.12232
"994","naso unicornis","naso unicornis","naso unicornis","naso",NA,NA,NA,NA,0,67143.88358
"995","totoaba macdonaldi",NA,NA,NA,NA,NA,NA,NA,1,66993.51671
"996","strongylocentrotus","strongylocentrotus",NA,"strongylocentrotus",NA,NA,NA,NA,0,66971.86829
"997","squatinidae",NA,NA,NA,NA,NA,NA,NA,1,66683.46229
"998","maurolicus muelleri","maurolicus muelleri","maurolicus muelleri","maurolicus",NA,NA,NA,NA,0,66504.61262
"999","phycis","phycis",NA,"phycis",NA,NA,NA,NA,0,66247.36151
"1000","berycidae","berycidae",NA,NA,"berycidae",NA,NA,NA,0,66045.78371
"1001","menticirrhus saxatilis","menticirrhus",NA,"menticirrhus",NA,NA,NA,NA,0,66044.48512
"1002","ambassidae","ambassidae",NA,NA,"ambassidae",NA,NA,NA,0,65804.95625
"1003","siliqua patula",NA,NA,NA,NA,NA,NA,NA,1,65795.23213
"1004","menticirrhus littoralis","menticirrhus",NA,"menticirrhus",NA,NA,NA,NA,0,64792.70934
"1005","coregonus albula","coregonus albula","coregonus albula","coregonus",NA,NA,NA,NA,0,64661.241
"1006","galeus melastomus","galeus melastomus","galeus melastomus","galeus",NA,NA,NA,NA,0,64186.7087
"1007","paralichthys microps","paralichthys",NA,"paralichthys",NA,NA,NA,NA,0,64169.65714
"1008","pseudocaranx dentex","pseudocaranx dentex","pseudocaranx dentex","pseudocaranx",NA,NA,NA,NA,0,63818.67609
"1009","lethrinus harak","lethrinus harak","lethrinus harak","lethrinus",NA,NA,NA,NA,0,63756.88356
"1010","austroglossus microlepis",NA,NA,NA,NA,NA,NA,NA,1,63346.93788
"1011","lutjanus peru","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,63001.20375
"1012","carcharhinus albimarginatus","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,62849.84359
"1013","lethrinus xanthochilus","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,62518.94607
"1014","dicentrarchus punctatus","dicentrarchus",NA,"dicentrarchus",NA,NA,NA,NA,0,62245.40422
"1015","girella tricuspidata","girella",NA,"girella",NA,NA,NA,NA,0,61751.60146
"1016","chrysoblephus",NA,NA,NA,NA,NA,NA,NA,1,61142.4
"1017","encrasicholina heteroloba","encrasicholina",NA,"encrasicholina",NA,NA,NA,NA,0,61122.1833
"1018","pellona ditchela","pellona ditchela","pellona ditchela","pellona",NA,NA,NA,NA,0,60960.39705
"1019","anarhichas denticulatus","anarhichas",NA,"anarhichas",NA,NA,NA,NA,0,60874.74979
"1020","carcharhiniformes","carcharhiniformes",NA,NA,NA,"carcharhiniformes",NA,NA,0,60509.20106
"1021","harengula",NA,NA,NA,NA,NA,NA,NA,1,60221.32405
"1022","hydrolagus colliei","hydrolagus",NA,"hydrolagus",NA,NA,NA,NA,0,58905.54407
"1023","solenocera crassicornis","solenocera crassicornis","solenocera crassicornis","solenocera",NA,NA,NA,NA,0,58618.2669
"1024","chlorophthalmidae","chlorophthalmidae",NA,NA,"chlorophthalmidae",NA,NA,NA,0,58416.17888
"1025","lutjanus jocu","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,58307.56591
"1026","istiophorus","istiophorus",NA,"istiophorus",NA,NA,NA,NA,0,58131.75891
"1027","epinephelus tauvina","epinephelus tauvina","epinephelus tauvina","epinephelus",NA,NA,NA,NA,0,57617.86465
"1028","nephropidae","nephropidae",NA,NA,"nephropidae",NA,NA,NA,0,57142.95603
"1029","acanthopagrus bifasciatus","acanthopagrus bifasciatus","acanthopagrus bifasciatus","acanthopagrus",NA,NA,NA,NA,0,56250.04845
"1030","centroscymnus coelolepis","centroscymnus coelolepis","centroscymnus coelolepis","centroscymnus",NA,NA,NA,NA,0,55824.70261
"1031","microchirus",NA,NA,NA,NA,NA,NA,NA,1,55154.65777
"1032","hydrolagus novaezealandiae","hydrolagus",NA,"hydrolagus",NA,NA,NA,NA,0,54884.67507
"1033","scomberomorus lineolatus","scomberomorus",NA,"scomberomorus",NA,NA,NA,NA,0,54637.31446
"1034","carangoides coeruleopinnatus","carangoides",NA,"carangoides",NA,NA,NA,NA,0,54162.42262
"1035","gnathanodon speciosus","gnathanodon speciosus","gnathanodon speciosus","gnathanodon",NA,NA,NA,NA,0,53969.62779
"1036","sebastes paucispinis","sebastes",NA,"sebastes",NA,NA,NA,NA,0,53247.2337
"1037","chaceon notialis",NA,NA,NA,NA,NA,NA,NA,1,53005.32999
"1038","solenocera agassizii","solenocera",NA,"solenocera",NA,NA,NA,NA,0,52805.20321
"1039","cyttus novaezealandiae","cyttus",NA,"cyttus",NA,NA,NA,NA,0,52343.49389
"1040","zearaja chilensis",NA,NA,NA,NA,NA,NA,NA,1,51972.04882
"1041","lateolabracidae","lateolabracidae",NA,NA,"lateolabracidae",NA,NA,NA,0,51852.07227
"1042","brevoortia aurea","brevoortia aurea","brevoortia aurea","brevoortia",NA,NA,NA,NA,0,51757.42408
"1043","venus verrucosa","venus",NA,"venus",NA,NA,NA,NA,0,51328.10248
"1044","raja brachyura","raja",NA,"raja",NA,NA,NA,NA,0,51222.92568
"1045","mulinia",NA,NA,NA,NA,NA,NA,NA,1,50872.3619
"1046","naucrates ductor",NA,NA,NA,NA,NA,NA,NA,1,50767.40609
"1047","brotula","brotia",NA,"brotia",NA,NA,NA,NA,0,50762.09007
"1048","plotosus lineatus","plotosus lineatus","plotosus lineatus","plotosus",NA,NA,NA,NA,0,50524.93892
"1049","kyphosus","kyphosus",NA,"kyphosus",NA,NA,NA,NA,0,50514.32456
"1050","scophthalmus aquosus","scophthalmus",NA,"scophthalmus",NA,NA,NA,NA,0,50228.23014
"1051","scyliorhinidae","scyliorhinidae",NA,NA,"scyliorhinidae",NA,NA,NA,0,49909.53982
"1052","lithodidae","lithodidae",NA,NA,"lithodidae",NA,NA,NA,0,49472.71128
"1053","thaleichthys pacificus","thaleichthys pacificus","thaleichthys pacificus","thaleichthys",NA,NA,NA,NA,0,49257.05252
"1054","sparisoma viride","sparisoma",NA,"sparisoma",NA,NA,NA,NA,0,48769.91714
"1055","carcharhinus dussumieri","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,48440.79412
"1056","raja montagui","raja",NA,"raja",NA,NA,NA,NA,0,48310.62217
"1057","oncorhynchus masou masou","oncorhychus masou","oncorhychus masou","oncorhynchus",NA,NA,NA,NA,0,47907.18403
"1058","centroscyllium fabricii","centroscyllium fabricii","centroscyllium fabricii","centroscyllium",NA,NA,NA,NA,0,47845.96898
"1059","sciaena umbra","sciaena umbra","sciaena umbra","sciaena",NA,NA,NA,NA,0,46948.67161
"1060","dicentrarchus","dicentrarchus",NA,"dicentrarchus",NA,NA,NA,NA,0,46705.27404
"1061","peprilus paru","peprilus",NA,"peprilus",NA,NA,NA,NA,0,46113.51274
"1062","naso","naso",NA,"naso",NA,NA,NA,NA,0,45743.17006
"1063","lethrinus atlanticus","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,44800.92336
"1064","caesio caerulaurea","caesio",NA,"caesio",NA,NA,NA,NA,0,44680.65624
"1065","caranx lugubris","caranx",NA,"caranx",NA,NA,NA,NA,0,44453.29751
"1066","chaetodipterus faber",NA,NA,NA,NA,NA,NA,NA,1,44250.64163
"1067","sphyrna tiburo","sphyrna",NA,"sphyrna",NA,NA,NA,NA,0,43486.57512
"1068","salvelinus malma malma","salvelinus",NA,"salvelinus",NA,NA,NA,NA,0,42807.32586
"1069","carangoides orthogrammus","carangoides",NA,"carangoides",NA,NA,NA,NA,0,42790.80695
"1070","diagramma pictum","diagramma pictum","diagramma pictum","diagramma",NA,NA,NA,NA,0,42765.26917
"1071","lophius gastrophysus","lophius gastrophysis","lophius gastrophysis","lophius",NA,NA,NA,NA,0,42629.52668
"1072","protrachypene precipua",NA,NA,NA,NA,NA,NA,NA,1,42619.50038
"1073","petromyzon marinus",NA,NA,NA,NA,NA,NA,NA,1,41700.75773
"1074","trachinotus carolinus","trachinotus carolinus","trachinotus carolinus","trachinotus",NA,NA,NA,NA,0,41661.34686
"1075","epinephelus guttatus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,40935.27144
"1076","paracentrotus lividus","paracentrotus lividus","paracentrotus lividus","paracentrotus",NA,NA,NA,NA,0,40890.43091
"1077","lutjanus bohar","lutjanus bohar","lutjanus bohar","lutjanus",NA,NA,NA,NA,0,40785.98703
"1078","palaemon serratus","palaemon serratus","palaemon serratus","palaemon",NA,NA,NA,NA,0,40712.84634
"1079","scomberesox saurus saurus","scomberesox saurus","scomberesox saurus","scomberesox",NA,NA,NA,NA,0,40575.23887
"1080","chlamys islandica","chlamys islandica","chlamys islandica","chlamys",NA,NA,NA,NA,0,40302.43772
"1081","sciades couma","ucides",NA,"ucides",NA,NA,NA,NA,0,40296.73465
"1082","lethrinus miniatus","lethrinus miniatus","lethrinus miniatus","lethrinus",NA,NA,NA,NA,0,40210.8057
"1083","symphurus atramentatus","symphodus",NA,"symphodus",NA,NA,NA,NA,0,40083.12813
"1084","argopecten ventricosus",NA,NA,NA,NA,NA,NA,NA,1,39957.25
"1085","pomadasys argenteus","pomadasys",NA,"pomadasys",NA,NA,NA,NA,0,39938.78412
"1086","beryx","beryx",NA,"beryx",NA,NA,NA,NA,0,39658.32286
"1087","halobatrachus didactylus","haplobatrachus",NA,"haplobatrachus",NA,NA,NA,NA,0,39390.38912
"1088","dorosoma cepedianum",NA,NA,NA,NA,NA,NA,NA,1,39222.32598
"1089","jasus tristani","jasus",NA,"jasus",NA,NA,NA,NA,0,39032.38274
"1090","tenualosa toli","tenualosa toli","tenualosa toli","tenualosa",NA,NA,NA,NA,0,38908.41547
"1091","sphoeroides maculatus",NA,NA,NA,NA,NA,NA,NA,1,38860.0016
"1092","lutjanus fulvus","lutjanus fulvus","lutjanus fulvus","lutjanus",NA,NA,NA,NA,0,38549.35506
"1093","joturus pichardi",NA,NA,NA,NA,NA,NA,NA,1,38544.371
"1094","scatophagus","scatophagus",NA,"scatophagus",NA,NA,NA,NA,0,38388.27651
"1095","galeichthys feliceps","thaleichthys",NA,"thaleichthys",NA,NA,NA,NA,0,38070.17499
"1096","echinodermata","echinodermata",NA,NA,NA,NA,NA,"echinodermata",0,38033.85648
"1097","limulus polyphemus","mulus",NA,"mulus",NA,NA,NA,NA,0,37854.58707
"1098","citharichthys sordidus",NA,NA,NA,NA,NA,NA,NA,1,37704.43484
"1099","cyprinus carpio","cyprinus carpio","cyprinus carpio","cyprinus",NA,NA,NA,NA,0,37637.64822
"1100","enoplolambrus validus",NA,NA,NA,NA,NA,NA,NA,1,37637.27261
"1101","illex coindetii","illex coindetii","illex coindetii","illex",NA,NA,NA,NA,0,37448.73996
"1102","ibacus ciliatus","ibacus ciliatus","ibacus ciliatus","ibacus",NA,NA,NA,NA,0,37272.95137
